metric,x_value,test_type,comparison,statistic,p_value,effect_size,n_group_1,n_group_2,p_adj,metric_label
network_bursts_rate_ratio,-3,welch_t,10uM vs CT,-0.6000881002002357,0.5797932417493671,-0.4243263649609391,4.0,4.0,0.8640908157231392,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,10uM vs IVH-E,-0.23798030449992613,0.8198330336904456,-0.1682774871007372,4.0,4.0,0.9396974984319634,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,10uM vs IVH-L,-0.2999489049517095,0.7809503819377899,-0.21209590470083303,4.0,4.0,0.9351286638059629,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,10uM vs NPH,0.26297974951513065,0.8058685747833754,0.18595476419688856,4.0,4.0,0.9396974984319634,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,20uM vs CT,-0.3919259400647116,0.7234378978392815,-0.3119085094396277,3.0,4.0,0.9186126614383855,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,20uM vs IVH-E,-0.08582821138453192,0.9350362576864236,-0.0647649944456802,3.0,4.0,0.9780512061475436,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,20uM vs IVH-L,-0.08832507484803391,0.936569337457818,-0.07116430706912802,3.0,4.0,0.9780512061475436,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,20uM vs NPH,0.457577209714041,0.6828274742270759,0.3658902012859547,3.0,4.0,0.8974901319191694,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,CT vs IVH-E,0.2733078046679314,0.7980310492355864,0.19325780203190263,4.0,4.0,0.9373539890921735,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,CT vs IVH-L,0.6383013245325728,0.549797472841566,0.4513471950173374,4.0,4.0,0.8498061411263068,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,CT vs NPH,1.586675185884484,0.16441139634708085,1.1219487834793445,4.0,4.0,0.5579232437887724,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,IVH-E vs IVH-L,0.02884950746021212,0.9785534395333464,0.02039968235900788,4.0,4.0,0.9941895458645168,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,IVH-E vs NPH,0.5600344717488034,0.6066505804788833,0.3960041726718048,4.0,4.0,0.8777744981635959,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,-3,welch_t,IVH-L vs NPH,1.2016275680229525,0.2774696708397952,0.8496790018097291,4.0,4.0,0.6780311888633372,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,anova,all_groups,1.2868088987571662,0.27707006767222475,,,,0.27707006767222475,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,10uM vs 20uM,0.7734104466131603,0.44893114240254584,0.27746966240471205,16.0,12.0,0.8020031365664978,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,10uM vs CT,1.0624067923597702,0.30269566514866186,0.37561752362812095,16.0,16.0,0.7071282794668954,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,10uM vs IVH-E,0.9812726678652964,0.3400606334630415,0.34693227882028294,16.0,16.0,0.7350664045031561,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,10uM vs IVH-L,1.2759022638636517,0.21991938597562474,0.45109957145462787,16.0,16.0,0.6284375407038221,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,10uM vs NPH,1.5518774392018142,0.1399852283790849,0.5486715304150085,16.0,16.0,0.5185632883312667,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,20uM vs CT,0.6161283881039668,0.5441256073944565,0.23742816339508135,12.0,16.0,0.8498061411263068,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,20uM vs IVH-E,0.43068941629126106,0.6709147113293024,0.1661091743947745,12.0,16.0,0.8974901319191694,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,20uM vs IVH-L,1.156794078649809,0.26258911128880524,0.45417871833586243,12.0,16.0,0.6625767095937756,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,20uM vs NPH,1.8400378229687917,0.08261658887923097,0.7230685876495946,12.0,16.0,0.44795318423520425,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,CT vs IVH-E,-0.2200312255956861,0.8273374936977353,-0.07779278584574835,16.0,16.0,0.9396974984319634,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,CT vs IVH-L,0.585092576363955,0.5632160110423243,0.20686146418443024,16.0,16.0,0.8564298583919624,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,CT vs NPH,1.4117112336177613,0.16924176658742524,0.4991152931841727,16.0,16.0,0.5579232437887724,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,IVH-E vs IVH-L,0.8396706065775325,0.4082313258108955,0.29686838993699743,16.0,16.0,0.7980750908237085,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,IVH-E vs NPH,1.6743655288714774,0.1053189288924541,0.5919776098250108,16.0,16.0,0.49038029253234783,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,0,welch_t,IVH-L vs NPH,0.9764910499819408,0.33663203205037695,0.34524172160510114,16.0,16.0,0.7350664045031561,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,anova,all_groups,1.6397753072630703,0.16335997435191787,,,,0.16335997435191787,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,10uM vs 20uM,-1.3443772237741358,0.21055736759274854,-0.6257698324459785,12.0,9.0,0.6152070746382853,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,10uM vs CT,0.8261029215985568,0.42216076554836734,0.3372551054898134,12.0,12.0,0.7997173031891998,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,10uM vs IVH-E,-0.8094761471871936,0.4285979961777213,-0.34827228104609953,12.0,10.0,0.7997173031891998,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,10uM vs IVH-L,-0.3550658154759053,0.7290971366941446,-0.15099160537818485,12.0,11.0,0.9186126614383855,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,10uM vs NPH,3.2524534270317176,0.0059776752190912694,1.3278085513990312,12.0,12.0,0.11459493434441649,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,20uM vs CT,1.64534698164209,0.1375228711883976,0.773909764919699,9.0,12.0,0.515710766956491,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,20uM vs IVH-E,0.9722562805024704,0.3539210429845888,0.4555439890981168,9.0,10.0,0.7495849983288707,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,20uM vs IVH-L,0.6439685362499896,0.5277218197445894,0.2860574826386906,9.0,11.0,0.8421440587173309,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,20uM vs NPH,2.3812957895944615,0.043866088885975076,1.1207055980043572,9.0,12.0,0.32862474814066955,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,CT vs IVH-E,-1.6878317732258952,0.11966277294536605,-0.7475214001543276,12.0,10.0,0.5123133730380086,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,CT vs IVH-L,-0.5874460099295958,0.5696728377614969,-0.25037224028236144,12.0,11.0,0.8602442180962202,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,CT vs NPH,4.807663129852768,8.875728469817076e-05,1.9627202538885378,12.0,12.0,0.007988155622835369,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,IVH-E vs IVH-L,-0.04266385776757224,0.9666794607638476,-0.018263620579346416,10.0,11.0,0.9898710043286312,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,IVH-E vs NPH,3.722890529141831,0.003666428280851681,1.6526320420997724,10.0,12.0,0.09705251331666215,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,3,welch_t,IVH-L vs NPH,1.228538827511056,0.24696242389807366,0.5236709395167775,11.0,12.0,0.6545478821022278,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,anova,all_groups,1.992555901255439,0.09381601814058992,,,,0.09381601814058992,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,10uM vs 20uM,-0.6074851351958933,0.5513272764264721,-0.25706404401479305,12.0,9.0,0.8498061411263068,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,10uM vs CT,0.7030052972932059,0.4960646457611463,0.28725567371757466,12.0,11.0,0.8280341198400321,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,10uM vs IVH-E,-1.1836343908521776,0.25305886816607287,-0.49848643571326323,12.0,9.0,0.6582898800466933,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,10uM vs IVH-L,-0.46992297773707764,0.6471086233538332,-0.2149827389364388,12.0,9.0,0.8974901319191694,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,10uM vs NPH,2.0677325369502806,0.061786878017595914,0.8441482733464584,12.0,12.0,0.37678121841652884,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,20uM vs CT,2.239749622390506,0.052147683216215,1.0495791896641216,9.0,11.0,0.35806561552534416,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,20uM vs IVH-E,-0.76967569626609,0.4528015591232516,-0.3628286027628198,9.0,9.0,0.8020031365664978,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,20uM vs IVH-L,-0.17252374563862727,0.8666897084588274,-0.08132847363785094,9.0,9.0,0.9547377449362848,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,20uM vs NPH,4.392260699211734,0.0017000570168901827,2.0490386145036275,9.0,12.0,0.05468730737346389,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,CT vs IVH-E,-3.5501713796304,0.006108574125510908,-1.6617870284405631,11.0,9.0,0.11459493434441649,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,CT vs IVH-L,-0.8574570254013899,0.4159017166706992,-0.4039881084434161,11.0,9.0,0.7981056396665869,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,CT vs NPH,6.340387522878586,2.7729561193483136e-06,2.639171625783531,11.0,12.0,0.0012492896547058997,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,IVH-E vs IVH-L,0.12312722729722471,0.9046680793327038,0.05804273158037665,9.0,9.0,0.9675535967238602,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,IVH-E vs NPH,5.88831980118308,0.00020356306318930497,2.74162103639484,9.0,12.0,0.01303348055965973,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,6,welch_t,IVH-L vs NPH,1.515100536032794,0.16777764297507747,0.7135297569749454,9.0,12.0,0.5579232437887724,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,anova,all_groups,1.5727612040796108,0.17889726612161388,,,,0.17889726612161388,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,10uM vs 20uM,0.4284783656152231,0.6734177887821347,0.15369396043453415,16.0,11.0,0.8974901319191694,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,10uM vs CT,1.0310380375644608,0.3176043086285348,0.36499316190228936,16.0,15.0,0.7183254819094816,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,10uM vs IVH-E,-0.6385049508605964,0.5299470526196695,-0.2525325720844781,16.0,8.0,0.8426719917980611,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,10uM vs IVH-L,0.5344168419337495,0.5976772707079837,0.19795627407737665,16.0,12.0,0.8737148418872119,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,10uM vs NPH,1.6164781789741227,0.12349179349598144,0.5731047492938451,16.0,15.0,0.5123133730380086,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,20uM vs CT,1.596343591354211,0.12783610017747898,0.6465391993579097,11.0,15.0,0.5123133730380086,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,20uM vs IVH-E,-1.451180567948321,0.18029986517719687,-0.70854102830855,11.0,8.0,0.5671392435572734,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,20uM vs IVH-L,0.2678909239762129,0.7924765566900643,0.1100726508241163,11.0,12.0,0.9373539890921735,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,20uM vs NPH,2.797386315306407,0.010175757724698947,1.0983980450448252,11.0,15.0,0.1556647925382272,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,CT vs IVH-E,-2.222509189986716,0.057372946655371244,-1.0833554726207302,15.0,8.0,0.375217482046195,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,CT vs IVH-L,-0.5015040507064155,0.6245957346840063,-0.2029311037494815,15.0,12.0,0.8894559512905152,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,CT vs NPH,1.7117596308391698,0.09969296931951917,0.6250462418915527,15.0,15.0,0.4831912594190586,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,IVH-E vs IVH-L,1.3479650748017689,0.19615704426647282,0.6087817341639632,8.0,12.0,0.5940512578328874,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,IVH-E vs NPH,2.872220489711068,0.018239653204839956,1.3625268768671885,8.0,15.0,0.20071842328542597,network_bursts_rate (ratio to baseline)
network_bursts_rate_ratio,9,welch_t,IVH-L vs NPH,1.2745115401781917,0.22205058913874098,0.5108268749701267,12.0,15.0,0.6288819268244588,network_bursts_rate (ratio to baseline)
network_bursts_count_ratio,-6,anova,all_groups,0.6888033968231957,0.634014821564109,,,,0.634014821564109,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,10uM vs 20uM,0.3230060838953928,0.751201500699417,0.14945202305363128,12.0,6.0,0.9265971057758082,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,10uM vs CT,1.1970395806571337,0.24924123186816566,0.49632610411226047,12.0,10.0,0.6545478821022278,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,10uM vs IVH-E,0.7063589103810136,0.4904654435461503,0.2928179992345244,12.0,10.0,0.8280341198400321,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,10uM vs IVH-L,1.4165041719825255,0.18081726434515646,0.5799703232494152,12.0,11.0,0.5671392435572734,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,10uM vs NPH,0.7916570021336096,0.43824551000672407,0.3276186841788211,12.0,11.0,0.8020031365664978,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,20uM vs CT,0.8831317680769362,0.40333212569289034,0.47615079588651,6.0,10.0,0.7980750908237085,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,20uM vs IVH-E,0.3449237616516422,0.7392362759412507,0.18611320100770315,6.0,10.0,0.9240453449265634,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,20uM vs IVH-L,1.1104086383464666,0.3096099088472452,0.6192856710245881,6.0,11.0,0.7126570791880324,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,20uM vs NPH,0.46908520032556456,0.6483135293762909,0.23647502017033614,6.0,11.0,0.8974901319191694,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,CT vs IVH-E,-0.8153804289525775,0.42551345334040425,-0.36464921333218014,10.0,10.0,0.7997173031891998,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,CT vs IVH-L,0.2633498560182593,0.7959740084996585,0.11632764139477432,10.0,11.0,0.9373539890921735,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,CT vs NPH,-0.4341181056455886,0.6695467889595741,-0.18786791244750448,10.0,11.0,0.8974901319191694,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,IVH-E vs IVH-L,1.2653570509822445,0.2255372381701149,0.5588574186577674,10.0,11.0,0.6288819268244588,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,IVH-E vs NPH,0.2169718918275164,0.8307677797958746,0.09388141568458033,10.0,11.0,0.9396974984319634,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-6,welch_t,IVH-L vs NPH,-0.6838303275174048,0.5060220598397529,-0.29158623138480483,11.0,11.0,0.8280360979195956,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,anova,all_groups,0.19017403735793248,0.9622491931431072,,,,0.9622491931431072,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,10uM vs 20uM,-0.15325044439898203,0.8844931869584376,-0.11604094710312392,4.0,3.0,0.9607806625571627,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,10uM vs CT,-0.5999156457034286,0.5799009474408623,-0.4242044212168006,4.0,4.0,0.8640908157231392,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,10uM vs IVH-E,-0.2382384313071761,0.8196420914162784,-0.16846001031654967,4.0,4.0,0.9396974984319634,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,10uM vs IVH-L,-0.29983323872953915,0.7810319636808795,-0.21201411633078213,4.0,4.0,0.9351286638059629,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,10uM vs NPH,0.263120788692071,0.8057649012856362,0.18605449395531604,4.0,4.0,0.9396974984319634,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,20uM vs CT,-0.39161588827582616,0.7236448749619049,-0.31166414632049244,3.0,4.0,0.9186126614383855,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,20uM vs IVH-E,-0.08600067172644438,0.9349057247650037,-0.06489361348676982,3.0,4.0,0.9780512061475436,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,20uM vs IVH-L,-0.0880646781579421,0.9367557107768696,-0.07095455417658257,3.0,4.0,0.9780512061475436,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,20uM vs NPH,0.4578586591867544,0.6826427230014084,0.3661090442911516,3.0,4.0,0.8974901319191694,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,CT vs IVH-E,0.27268400566522244,0.7984812121248476,0.19281670952698973,4.0,4.0,0.9373539890921735,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,CT vs IVH-L,0.6382372798991718,0.5498339428556717,0.451301908622761,4.0,4.0,0.8498061411263068,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,CT vs NPH,1.5864730302138619,0.16444905071667892,1.121805837833792,4.0,4.0,0.5579232437887724,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,IVH-E vs IVH-L,0.029346244755911088,0.9781844545522272,0.020750928669264892,4.0,4.0,0.9941895458645168,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,IVH-E vs NPH,0.560387422908344,0.6064305678250028,0.39625374683014364,4.0,4.0,0.8777744981635959,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,-3,welch_t,IVH-L vs NPH,1.2014064030510403,0.2775590660180461,0.8495226145583289,4.0,4.0,0.6780311888633372,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,anova,all_groups,1.2867749779816426,0.27708448668897445,,,,0.27708448668897445,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,10uM vs 20uM,0.7734726974847853,0.448895985947132,0.27749037833921214,16.0,12.0,0.8020031365664978,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,10uM vs CT,1.0624468002767622,0.302679241358367,0.37563166856282404,16.0,16.0,0.7071282794668954,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,10uM vs IVH-E,0.9812493700478431,0.340073009644975,0.3469240417979289,16.0,16.0,0.7350664045031561,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,10uM vs IVH-L,1.2758071118088847,0.21995313924633772,0.45106593012304314,16.0,16.0,0.6284375407038221,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,10uM vs NPH,1.5517658646828214,0.14001208784944202,0.5486320828655148,16.0,16.0,0.5185632883312667,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,20uM vs CT,0.6162251641060503,0.5440633479759347,0.23746719137587122,12.0,16.0,0.8498061411263068,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,20uM vs IVH-E,0.4305974671357157,0.6709809574557112,0.1660752697631771,12.0,16.0,0.8974901319191694,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,20uM vs IVH-L,1.1566991875665606,0.2626281654859916,0.4541446404698886,12.0,16.0,0.6625767095937756,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,20uM vs NPH,1.8399889630072077,0.08262247620338212,0.7230438096680332,12.0,16.0,0.44795318423520425,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,CT vs IVH-E,-0.22027578049211885,0.8271487692644911,-0.07787924905856833,16.0,16.0,0.9396974984319634,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,CT vs IVH-L,0.5849048221618159,0.563340529075602,0.20679508304966587,16.0,16.0,0.8564298583919624,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,CT vs NPH,1.411657288891952,0.16925615005426303,0.4990962208434582,16.0,16.0,0.5579232437887724,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,IVH-E vs IVH-L,0.839773476317279,0.40817456517437556,0.2969047598822743,16.0,16.0,0.7980750908237085,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,IVH-E vs NPH,1.6745961739002955,0.10527170991253443,0.5920591551569729,16.0,16.0,0.49038029253234783,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,0,welch_t,IVH-L vs NPH,0.9766894933313139,0.3365353010883917,0.3453118819241127,16.0,16.0,0.7350664045031561,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,3,anova,all_groups,1.6395068105151,0.1634293375860773,,,,0.1634293375860773,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,3,welch_t,10uM vs 20uM,-1.3444236601593857,0.21054230578772343,-0.6257904573082974,12.0,9.0,0.6152070746382853,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,3,welch_t,10uM vs CT,0.8262748542885834,0.4220684305913719,0.3373252967165917,12.0,12.0,0.7997173031891998,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,3,welch_t,10uM vs IVH-E,-0.8098086765990313,0.42841134137812253,-0.3484145494366669,12.0,10.0,0.7997173031891998,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,3,welch_t,10uM vs IVH-L,-0.355294916470055,0.7289304735873314,-0.15108920229172948,12.0,11.0,0.9186126614383855,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,3,welch_t,10uM vs NPH,3.252317189984157,0.00597920840858499,1.3277529328572666,12.0,12.0,0.11459493434441649,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,3,welch_t,20uM vs CT,1.6454667876364855,0.1374984443536822,0.7739670433713308,9.0,12.0,0.515710766956491,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,3,welch_t,20uM vs IVH-E,0.9721511098465553,0.3539706936553001,0.4554946292028751,9.0,10.0,0.7495849983288707,network_bursts_count (ratio to baseline)
network_bursts_count_ratio,3,welch_t,20uM vs IVH-L,0.6436429997498152,0.5279282723683315,0.28590882391866396,9.0,11.0,0.8421440587173309,network_bursts_count (ratio to baseline)
